dataset,old_run,seed,canonical,method,feat_src,head,c,src,bal,frac,wd,lr,n_epochs,batch_size,bn,unfreeze,restart,metadata_csv,pretrained,code_version,path
CUB,erm_gdro_frz3_95,333,ft.erm.gdro__c-95__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3,ft.erm.gdro,erm,gdro,95,train,rw,1.0,1.0,1e-05,301,64,train,3,,metadata.csv,pretrained_models/CUB/erm_95_333.pth,pre-normalize,results/CUB/erm_gdro_frz3_95/model_outputs_333
CUB,erm_gdro_frz4_50,111,ft.erm.gdro__c-50__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4,ft.erm.gdro,erm,gdro,50,train,rw,1.0,1.0,1e-05,301,64,train,4,,metadata.csv,pretrained_models/CUB/erm_50_111.pth,pre-normalize,results/CUB/erm_gdro_frz4_50/model_outputs_111
CUB,erm_gdro_frz4_50,222,ft.erm.gdro__c-50__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4,ft.erm.gdro,erm,gdro,50,train,rw,1.0,1.0,1e-05,301,64,train,4,,metadata.csv,pretrained_models/CUB/erm_50_222.pth,pre-normalize,results/CUB/erm_gdro_frz4_50/model_outputs_222
CUB,erm_gdro_frz4_50,333,ft.erm.gdro__c-50__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4,ft.erm.gdro,erm,gdro,50,train,rw,1.0,1.0,1e-05,301,64,train,4,,metadata.csv,pretrained_models/CUB/erm_50_333.pth,pre-normalize,results/CUB/erm_gdro_frz4_50/model_outputs_333
CUB,erm_gdro_frz4_625,111,ft.erm.gdro__c-625__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4,ft.erm.gdro,erm,gdro,625,train,rw,1.0,1.0,1e-05,301,64,train,4,,metadata.csv,pretrained_models/CUB/erm_625_111.pth,pre-normalize,results/CUB/erm_gdro_frz4_625/model_outputs_111
CUB,erm_gdro_frz4_625,222,ft.erm.gdro__c-625__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4,ft.erm.gdro,erm,gdro,625,train,rw,1.0,1.0,1e-05,301,64,train,4,,metadata.csv,pretrained_models/CUB/erm_625_222.pth,pre-normalize,results/CUB/erm_gdro_frz4_625/model_outputs_222
CUB,erm_gdro_frz4_625,333,ft.erm.gdro__c-625__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4,ft.erm.gdro,erm,gdro,625,train,rw,1.0,1.0,1e-05,301,64,train,4,,metadata.csv,pretrained_models/CUB/erm_625_333.pth,pre-normalize,results/CUB/erm_gdro_frz4_625/model_outputs_333
CUB,erm_gdro_frz4_75,111,ft.erm.gdro__c-75__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4,ft.erm.gdro,erm,gdro,75,train,rw,1.0,1.0,1e-05,301,64,train,4,,metadata.csv,pretrained_models/CUB/erm_75_111.pth,pre-normalize,results/CUB/erm_gdro_frz4_75/model_outputs_111
CUB,erm_gdro_frz4_75,222,ft.erm.gdro__c-75__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4,ft.erm.gdro,erm,gdro,75,train,rw,1.0,1.0,1e-05,301,64,train,4,,metadata.csv,pretrained_models/CUB/erm_75_222.pth,pre-normalize,results/CUB/erm_gdro_frz4_75/model_outputs_222
CUB,erm_gdro_frz4_75,333,ft.erm.gdro__c-75__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4,ft.erm.gdro,erm,gdro,75,train,rw,1.0,1.0,1e-05,301,64,train,4,,metadata.csv,pretrained_models/CUB/erm_75_333.pth,pre-normalize,results/CUB/erm_gdro_frz4_75/model_outputs_333
CUB,erm_gdro_frz4_875,111,ft.erm.gdro__c-875__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4,ft.erm.gdro,erm,gdro,875,train,rw,1.0,1.0,1e-05,301,64,train,4,,metadata.csv,pretrained_models/CUB/erm_875_111.pth,pre-normalize,results/CUB/erm_gdro_frz4_875/model_outputs_111
CUB,erm_gdro_frz4_875,222,ft.erm.gdro__c-875__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4,ft.erm.gdro,erm,gdro,875,train,rw,1.0,1.0,1e-05,301,64,train,4,,metadata.csv,pretrained_models/CUB/erm_875_222.pth,pre-normalize,results/CUB/erm_gdro_frz4_875/model_outputs_222
CUB,erm_gdro_frz4_875,333,ft.erm.gdro__c-875__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4,ft.erm.gdro,erm,gdro,875,train,rw,1.0,1.0,1e-05,301,64,train,4,,metadata.csv,pretrained_models/CUB/erm_875_333.pth,pre-normalize,results/CUB/erm_gdro_frz4_875/model_outputs_333
CUB,erm_gdro_frz4_95,111,ft.erm.gdro__c-95__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4,ft.erm.gdro,erm,gdro,95,train,rw,1.0,1.0,1e-05,301,64,train,4,,metadata.csv,pretrained_models/CUB/erm_95_111.pth,pre-normalize,results/CUB/erm_gdro_frz4_95/model_outputs_111
CUB,erm_gdro_frz4_95,222,ft.erm.gdro__c-95__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4,ft.erm.gdro,erm,gdro,95,train,rw,1.0,1.0,1e-05,301,64,train,4,,metadata.csv,pretrained_models/CUB/erm_95_222.pth,pre-normalize,results/CUB/erm_gdro_frz4_95/model_outputs_222
CUB,erm_gdro_frz4_95,333,ft.erm.gdro__c-95__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4,ft.erm.gdro,erm,gdro,95,train,rw,1.0,1.0,1e-05,301,64,train,4,,metadata.csv,pretrained_models/CUB/erm_95_333.pth,pre-normalize,results/CUB/erm_gdro_frz4_95/model_outputs_333
CUB,erm_gdro_frz_rst1_50,111,ft.erm.gdro__c-50__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-1__restart-1,ft.erm.gdro,erm,gdro,50,train,rw,1.0,1.0,1e-05,301,64,train,1,1,metadata.csv,pretrained_models/CUB/erm_50_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst1_50/model_outputs_111
CUB,erm_gdro_frz_rst1_50,222,ft.erm.gdro__c-50__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-1__restart-1,ft.erm.gdro,erm,gdro,50,train,rw,1.0,1.0,1e-05,301,64,train,1,1,metadata.csv,pretrained_models/CUB/erm_50_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst1_50/model_outputs_222
CUB,erm_gdro_frz_rst1_50,333,ft.erm.gdro__c-50__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-1__restart-1,ft.erm.gdro,erm,gdro,50,train,rw,1.0,1.0,1e-05,301,64,train,1,1,metadata.csv,pretrained_models/CUB/erm_50_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst1_50/model_outputs_333
CUB,erm_gdro_frz_rst1_625,111,ft.erm.gdro__c-625__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-1__restart-1,ft.erm.gdro,erm,gdro,625,train,rw,1.0,1.0,1e-05,301,64,train,1,1,metadata.csv,pretrained_models/CUB/erm_625_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst1_625/model_outputs_111
CUB,erm_gdro_frz_rst1_625,222,ft.erm.gdro__c-625__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-1__restart-1,ft.erm.gdro,erm,gdro,625,train,rw,1.0,1.0,1e-05,301,64,train,1,1,metadata.csv,pretrained_models/CUB/erm_625_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst1_625/model_outputs_222
CUB,erm_gdro_frz_rst1_625,333,ft.erm.gdro__c-625__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-1__restart-1,ft.erm.gdro,erm,gdro,625,train,rw,1.0,1.0,1e-05,301,64,train,1,1,metadata.csv,pretrained_models/CUB/erm_625_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst1_625/model_outputs_333
CUB,erm_gdro_frz_rst1_75,111,ft.erm.gdro__c-75__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-1__restart-1,ft.erm.gdro,erm,gdro,75,train,rw,1.0,1.0,1e-05,301,64,train,1,1,metadata.csv,pretrained_models/CUB/erm_75_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst1_75/model_outputs_111
CUB,erm_gdro_frz_rst1_75,222,ft.erm.gdro__c-75__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-1__restart-1,ft.erm.gdro,erm,gdro,75,train,rw,1.0,1.0,1e-05,301,64,train,1,1,metadata.csv,pretrained_models/CUB/erm_75_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst1_75/model_outputs_222
CUB,erm_gdro_frz_rst1_75,333,ft.erm.gdro__c-75__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-1__restart-1,ft.erm.gdro,erm,gdro,75,train,rw,1.0,1.0,1e-05,301,64,train,1,1,metadata.csv,pretrained_models/CUB/erm_75_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst1_75/model_outputs_333
CUB,erm_gdro_frz_rst1_875,111,ft.erm.gdro__c-875__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-1__restart-1,ft.erm.gdro,erm,gdro,875,train,rw,1.0,1.0,1e-05,301,64,train,1,1,metadata.csv,pretrained_models/CUB/erm_875_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst1_875/model_outputs_111
CUB,erm_gdro_frz_rst1_875,222,ft.erm.gdro__c-875__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-1__restart-1,ft.erm.gdro,erm,gdro,875,train,rw,1.0,1.0,1e-05,301,64,train,1,1,metadata.csv,pretrained_models/CUB/erm_875_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst1_875/model_outputs_222
CUB,erm_gdro_frz_rst1_875,333,ft.erm.gdro__c-875__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-1__restart-1,ft.erm.gdro,erm,gdro,875,train,rw,1.0,1.0,1e-05,301,64,train,1,1,metadata.csv,pretrained_models/CUB/erm_875_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst1_875/model_outputs_333
CUB,erm_gdro_frz_rst1_95,111,ft.erm.gdro__c-95__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-1__restart-1,ft.erm.gdro,erm,gdro,95,train,rw,1.0,1.0,1e-05,301,64,train,1,1,metadata.csv,pretrained_models/CUB/erm_95_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst1_95/model_outputs_111
CUB,erm_gdro_frz_rst1_95,222,ft.erm.gdro__c-95__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-1__restart-1,ft.erm.gdro,erm,gdro,95,train,rw,1.0,1.0,1e-05,301,64,train,1,1,metadata.csv,pretrained_models/CUB/erm_95_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst1_95/model_outputs_222
CUB,erm_gdro_frz_rst1_95,333,ft.erm.gdro__c-95__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-1__restart-1,ft.erm.gdro,erm,gdro,95,train,rw,1.0,1.0,1e-05,301,64,train,1,1,metadata.csv,pretrained_models/CUB/erm_95_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst1_95/model_outputs_333
CUB,erm_gdro_frz_rst2_50,111,ft.erm.gdro__c-50__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-2__restart-2,ft.erm.gdro,erm,gdro,50,train,rw,1.0,1.0,1e-05,301,64,train,2,2,metadata.csv,pretrained_models/CUB/erm_50_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst2_50/model_outputs_111
CUB,erm_gdro_frz_rst2_50,222,ft.erm.gdro__c-50__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-2__restart-2,ft.erm.gdro,erm,gdro,50,train,rw,1.0,1.0,1e-05,301,64,train,2,2,metadata.csv,pretrained_models/CUB/erm_50_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst2_50/model_outputs_222
CUB,erm_gdro_frz_rst2_50,333,ft.erm.gdro__c-50__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-2__restart-2,ft.erm.gdro,erm,gdro,50,train,rw,1.0,1.0,1e-05,301,64,train,2,2,metadata.csv,pretrained_models/CUB/erm_50_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst2_50/model_outputs_333
CUB,erm_gdro_frz_rst2_625,111,ft.erm.gdro__c-625__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-2__restart-2,ft.erm.gdro,erm,gdro,625,train,rw,1.0,1.0,1e-05,301,64,train,2,2,metadata.csv,pretrained_models/CUB/erm_625_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst2_625/model_outputs_111
CUB,erm_gdro_frz_rst2_625,222,ft.erm.gdro__c-625__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-2__restart-2,ft.erm.gdro,erm,gdro,625,train,rw,1.0,1.0,1e-05,301,64,train,2,2,metadata.csv,pretrained_models/CUB/erm_625_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst2_625/model_outputs_222
CUB,erm_gdro_frz_rst2_625,333,ft.erm.gdro__c-625__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-2__restart-2,ft.erm.gdro,erm,gdro,625,train,rw,1.0,1.0,1e-05,301,64,train,2,2,metadata.csv,pretrained_models/CUB/erm_625_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst2_625/model_outputs_333
CUB,erm_gdro_frz_rst2_75,111,ft.erm.gdro__c-75__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-2__restart-2,ft.erm.gdro,erm,gdro,75,train,rw,1.0,1.0,1e-05,301,64,train,2,2,metadata.csv,pretrained_models/CUB/erm_75_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst2_75/model_outputs_111
CUB,erm_gdro_frz_rst2_75,222,ft.erm.gdro__c-75__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-2__restart-2,ft.erm.gdro,erm,gdro,75,train,rw,1.0,1.0,1e-05,301,64,train,2,2,metadata.csv,pretrained_models/CUB/erm_75_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst2_75/model_outputs_222
CUB,erm_gdro_frz_rst2_75,333,ft.erm.gdro__c-75__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-2__restart-2,ft.erm.gdro,erm,gdro,75,train,rw,1.0,1.0,1e-05,301,64,train,2,2,metadata.csv,pretrained_models/CUB/erm_75_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst2_75/model_outputs_333
CUB,erm_gdro_frz_rst2_875,111,ft.erm.gdro__c-875__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-2__restart-2,ft.erm.gdro,erm,gdro,875,train,rw,1.0,1.0,1e-05,301,64,train,2,2,metadata.csv,pretrained_models/CUB/erm_875_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst2_875/model_outputs_111
CUB,erm_gdro_frz_rst2_875,222,ft.erm.gdro__c-875__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-2__restart-2,ft.erm.gdro,erm,gdro,875,train,rw,1.0,1.0,1e-05,301,64,train,2,2,metadata.csv,pretrained_models/CUB/erm_875_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst2_875/model_outputs_222
CUB,erm_gdro_frz_rst2_875,333,ft.erm.gdro__c-875__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-2__restart-2,ft.erm.gdro,erm,gdro,875,train,rw,1.0,1.0,1e-05,301,64,train,2,2,metadata.csv,pretrained_models/CUB/erm_875_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst2_875/model_outputs_333
CUB,erm_gdro_frz_rst2_95,111,ft.erm.gdro__c-95__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-2__restart-2,ft.erm.gdro,erm,gdro,95,train,rw,1.0,1.0,1e-05,301,64,train,2,2,metadata.csv,pretrained_models/CUB/erm_95_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst2_95/model_outputs_111
CUB,erm_gdro_frz_rst2_95,222,ft.erm.gdro__c-95__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-2__restart-2,ft.erm.gdro,erm,gdro,95,train,rw,1.0,1.0,1e-05,301,64,train,2,2,metadata.csv,pretrained_models/CUB/erm_95_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst2_95/model_outputs_222
CUB,erm_gdro_frz_rst2_95,333,ft.erm.gdro__c-95__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-2__restart-2,ft.erm.gdro,erm,gdro,95,train,rw,1.0,1.0,1e-05,301,64,train,2,2,metadata.csv,pretrained_models/CUB/erm_95_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst2_95/model_outputs_333
CUB,erm_gdro_frz_rst3_50,111,ft.erm.gdro__c-50__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3__restart-3,ft.erm.gdro,erm,gdro,50,train,rw,1.0,1.0,1e-05,301,64,train,3,3,metadata.csv,pretrained_models/CUB/erm_50_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst3_50/model_outputs_111
CUB,erm_gdro_frz_rst3_50,222,ft.erm.gdro__c-50__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3__restart-3,ft.erm.gdro,erm,gdro,50,train,rw,1.0,1.0,1e-05,301,64,train,3,3,metadata.csv,pretrained_models/CUB/erm_50_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst3_50/model_outputs_222
CUB,erm_gdro_frz_rst3_50,333,ft.erm.gdro__c-50__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3__restart-3,ft.erm.gdro,erm,gdro,50,train,rw,1.0,1.0,1e-05,301,64,train,3,3,metadata.csv,pretrained_models/CUB/erm_50_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst3_50/model_outputs_333
CUB,erm_gdro_frz_rst3_625,111,ft.erm.gdro__c-625__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3__restart-3,ft.erm.gdro,erm,gdro,625,train,rw,1.0,1.0,1e-05,301,64,train,3,3,metadata.csv,pretrained_models/CUB/erm_625_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst3_625/model_outputs_111
CUB,erm_gdro_frz_rst3_625,222,ft.erm.gdro__c-625__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3__restart-3,ft.erm.gdro,erm,gdro,625,train,rw,1.0,1.0,1e-05,301,64,train,3,3,metadata.csv,pretrained_models/CUB/erm_625_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst3_625/model_outputs_222
CUB,erm_gdro_frz_rst3_625,333,ft.erm.gdro__c-625__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3__restart-3,ft.erm.gdro,erm,gdro,625,train,rw,1.0,1.0,1e-05,301,64,train,3,3,metadata.csv,pretrained_models/CUB/erm_625_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst3_625/model_outputs_333
CUB,erm_gdro_frz_rst3_75,111,ft.erm.gdro__c-75__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3__restart-3,ft.erm.gdro,erm,gdro,75,train,rw,1.0,1.0,1e-05,301,64,train,3,3,metadata.csv,pretrained_models/CUB/erm_75_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst3_75/model_outputs_111
CUB,erm_gdro_frz_rst3_75,222,ft.erm.gdro__c-75__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3__restart-3,ft.erm.gdro,erm,gdro,75,train,rw,1.0,1.0,1e-05,301,64,train,3,3,metadata.csv,pretrained_models/CUB/erm_75_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst3_75/model_outputs_222
CUB,erm_gdro_frz_rst3_75,333,ft.erm.gdro__c-75__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3__restart-3,ft.erm.gdro,erm,gdro,75,train,rw,1.0,1.0,1e-05,301,64,train,3,3,metadata.csv,pretrained_models/CUB/erm_75_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst3_75/model_outputs_333
CUB,erm_gdro_frz_rst3_875,111,ft.erm.gdro__c-875__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3__restart-3,ft.erm.gdro,erm,gdro,875,train,rw,1.0,1.0,1e-05,301,64,train,3,3,metadata.csv,pretrained_models/CUB/erm_875_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst3_875/model_outputs_111
CUB,erm_gdro_frz_rst3_875,222,ft.erm.gdro__c-875__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3__restart-3,ft.erm.gdro,erm,gdro,875,train,rw,1.0,1.0,1e-05,301,64,train,3,3,metadata.csv,pretrained_models/CUB/erm_875_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst3_875/model_outputs_222
CUB,erm_gdro_frz_rst3_875,333,ft.erm.gdro__c-875__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3__restart-3,ft.erm.gdro,erm,gdro,875,train,rw,1.0,1.0,1e-05,301,64,train,3,3,metadata.csv,pretrained_models/CUB/erm_875_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst3_875/model_outputs_333
CUB,erm_gdro_frz_rst3_95,111,ft.erm.gdro__c-95__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3__restart-3,ft.erm.gdro,erm,gdro,95,train,rw,1.0,1.0,1e-05,301,64,train,3,3,metadata.csv,pretrained_models/CUB/erm_95_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst3_95/model_outputs_111
CUB,erm_gdro_frz_rst3_95,222,ft.erm.gdro__c-95__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3__restart-3,ft.erm.gdro,erm,gdro,95,train,rw,1.0,1.0,1e-05,301,64,train,3,3,metadata.csv,pretrained_models/CUB/erm_95_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst3_95/model_outputs_222
CUB,erm_gdro_frz_rst3_95,333,ft.erm.gdro__c-95__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-3__restart-3,ft.erm.gdro,erm,gdro,95,train,rw,1.0,1.0,1e-05,301,64,train,3,3,metadata.csv,pretrained_models/CUB/erm_95_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst3_95/model_outputs_333
CUB,erm_gdro_frz_rst4_50,111,ft.erm.gdro__c-50__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4__restart-4,ft.erm.gdro,erm,gdro,50,train,rw,1.0,1.0,1e-05,301,64,train,4,4,metadata.csv,pretrained_models/CUB/erm_50_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst4_50/model_outputs_111
CUB,erm_gdro_frz_rst4_50,222,ft.erm.gdro__c-50__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4__restart-4,ft.erm.gdro,erm,gdro,50,train,rw,1.0,1.0,1e-05,301,64,train,4,4,metadata.csv,pretrained_models/CUB/erm_50_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst4_50/model_outputs_222
CUB,erm_gdro_frz_rst4_50,333,ft.erm.gdro__c-50__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4__restart-4,ft.erm.gdro,erm,gdro,50,train,rw,1.0,1.0,1e-05,301,64,train,4,4,metadata.csv,pretrained_models/CUB/erm_50_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst4_50/model_outputs_333
CUB,erm_gdro_frz_rst4_625,111,ft.erm.gdro__c-625__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4__restart-4,ft.erm.gdro,erm,gdro,625,train,rw,1.0,1.0,1e-05,301,64,train,4,4,metadata.csv,pretrained_models/CUB/erm_625_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst4_625/model_outputs_111
CUB,erm_gdro_frz_rst4_625,222,ft.erm.gdro__c-625__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4__restart-4,ft.erm.gdro,erm,gdro,625,train,rw,1.0,1.0,1e-05,301,64,train,4,4,metadata.csv,pretrained_models/CUB/erm_625_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst4_625/model_outputs_222
CUB,erm_gdro_frz_rst4_625,333,ft.erm.gdro__c-625__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4__restart-4,ft.erm.gdro,erm,gdro,625,train,rw,1.0,1.0,1e-05,301,64,train,4,4,metadata.csv,pretrained_models/CUB/erm_625_333.pth,pre-normalize,results/CUB/erm_gdro_frz_rst4_625/model_outputs_333
CUB,erm_gdro_frz_rst4_75,111,ft.erm.gdro__c-75__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4__restart-4,ft.erm.gdro,erm,gdro,75,train,rw,1.0,1.0,1e-05,301,64,train,4,4,metadata.csv,pretrained_models/CUB/erm_75_111.pth,pre-normalize,results/CUB/erm_gdro_frz_rst4_75/model_outputs_111
CUB,erm_gdro_frz_rst4_75,222,ft.erm.gdro__c-75__src-train__bal-rw__frac-1.0__wd-1.0__lr-1e-5__ep-301__bn-train__unfreeze-4__restart-4,ft.erm.gdro,erm,gdro,75,train,rw,1.0,1.0,1e-05,301,64,train,4,4,metadata.csv,pretrained_models/CUB/erm_75_222.pth,pre-normalize,results/CUB/erm_gdro_frz_rst4_75/model_outputs_222
